id,category,section,text,level1,level2,level3,tags,difficulty
souron_v2_227,総論,継続賃料（利回り法）の基礎価格,"基礎価格及び必要諸経費等の求め方については、積算法に準ずるものとする。継続賃料利回りは、直近合意時点における基礎価格に対する純賃料の割合を踏まえ、継続賃料固有の価格形成要因に留意しつつ、期待利回り、契約締結時及びその後の各賃料改定時の利回り、基礎価格の変動の程度、近隣地域若しくは同一需給圏内の類似地域等における対象不動産と類似の不動産の賃貸借等の事例又は同一需給圏内の代替競争不動産の賃貸借等の事例における利回りを総合的に比較考量して求めるものとする。",継続賃料利回り,継続賃料利回り|直近合意時点|期待利回り,継続賃料利回り|直近合意時点|純賃料の割合|期待利回り|賃料改定|比較考量,総論7章|利回り法,3
souron_v2_228,総論,不動産鑑定士の能力要件,"鑑定評価は、高度な知識と豊富な経験及び的確な判断力を持ち、さらに、これらが有機的かつ総合的に発揮できる練達堪能な専門家によってなされるとき、初めて合理的であって、客観的に論証できるものとなるのである。",練達堪能,高度な知識|豊富な経験|的確な判断力|練達堪能,高度な知識|豊富な経験|的確な判断力|有機的かつ総合的|練達堪能|合理的|客観的に論証,総論1章|鑑定評価の定義,2
souron_v2_229,総論,鑑定士の法的義務,"不動産鑑定士は、同法に規定されているとおり、良心に従い、誠実に不動産の鑑定評価を行い、専門職業家としての社会的信用を傷つけるような行為をしてはならないとともに、正当な理由がなくて、その職務上取り扱ったことについて知り得た秘密を他に漏らしてはならない。",良心に従い誠実に,良心に従い誠実に|秘密を他に漏らしてはならない,良心に従い誠実に|社会的信用|秘密,総論1章|鑑定士の責務,1
souron_v2_230,総論,不動産の鑑定評価に対する信頼,"不動産鑑定士は、不動産の鑑定評価の社会的公共的意義を理解し、その責務を自覚し、的確かつ誠実な鑑定評価活動の実践をもって、社会一般の信頼と期待に報いなければならない。",社会一般の信頼と期待に報いる,社会的公共的意義|社会一般の信頼と期待に報いる,社会的公共的意義|責務を自覚|的確かつ誠実|社会一般の信頼と期待に報いる,総論1章|鑑定士の責務,1
souron_v2_231,総論,自然的要因①地質・地盤,"１．地質、地盤等の状態",地質|地盤,地質|地盤,地質|地盤,総論3章|一般的要因|自然的要因,2
souron_v2_232,総論,自然的要因②土壌・土層,"２．土壌及び土層の状態",土壌|土層,土壌|土層,土壌|土層,総論3章|一般的要因|自然的要因,3
souron_v2_233,総論,自然的要因③地勢,"３．地勢の状態",地勢,地勢,地勢,総論3章|一般的要因|自然的要因,3
souron_v2_234,総論,自然的要因④地理的位置関係,"４．地理的位置関係",地理的位置関係,地理的位置関係,地理的位置関係,総論3章|一般的要因|自然的要因,3
souron_v2_235,総論,自然的要因⑤気象,"５．気象の状態",気象,気象,気象,総論3章|一般的要因|自然的要因,3
souron_v2_236,総論,社会的要因①人口,"１．人口の状態",人口,人口,人口,総論3章|一般的要因|社会的要因,3
souron_v2_237,総論,社会的要因②家族構成,"２．家族構成及び世帯分離の状態",家族構成,家族構成|世帯分離,家族構成|世帯分離,総論3章|一般的要因|社会的要因,3
souron_v2_238,総論,社会的要因③都市形成,"３．都市形成及び公共施設の整備の状態",都市形成,都市形成|公共施設,都市形成|公共施設の整備,総論3章|一般的要因|社会的要因,3
souron_v2_239,総論,社会的要因④教育・社会福祉,"４．教育及び社会福祉の状態",教育|社会福祉,教育|社会福祉,教育|社会福祉,総論3章|一般的要因|社会的要因,3
souron_v2_240,総論,社会的要因⑤取引慣行,"５．不動産の取引及び使用収益の慣行",取引及び使用収益の慣行,取引|使用収益|慣行,取引|使用収益|慣行,総論3章|一般的要因|社会的要因,3
souron_v2_241,総論,社会的要因⑥建築様式,"６．建築様式等の状態",建築様式,建築様式,建築様式,総論3章|一般的要因|社会的要因,3
souron_v2_242,総論,社会的要因⑦情報化,"７．情報化の進展の状態",情報化,情報化,情報化の進展,総論3章|一般的要因|社会的要因,3
souron_v2_243,総論,社会的要因⑧生活様式,"８．生活様式等の状態",生活様式,生活様式,生活様式,総論3章|一般的要因|社会的要因,3
souron_v2_244,総論,経済的要因①貯蓄・消費・投資,"１．貯蓄、消費、投資及び国際収支の状態",国際収支,貯蓄|消費|投資|国際収支,貯蓄|消費|投資|国際収支,総論3章|一般的要因|経済的要因,3
souron_v2_245,総論,経済的要因②財政・金融,"２．財政及び金融の状態",財政|金融,財政|金融,財政|金融,総論3章|一般的要因|経済的要因,2
souron_v2_246,総論,経済的要因③物価・賃金,"３．物価、賃金、雇用及び企業活動の状態",物価|賃金,物価|賃金|雇用|企業活動,物価|賃金|雇用|企業活動,総論3章|一般的要因|経済的要因,2
souron_v2_247,総論,経済的要因④税負担,"４．税負担の状態",税負担,税負担,税負担,総論3章|一般的要因|経済的要因,2
souron_v2_248,総論,経済的要因⑤企業会計,"５．企業会計制度の状態",企業会計制度,企業会計制度,企業会計制度,総論3章|一般的要因|経済的要因,3
souron_v2_249,総論,経済的要因⑥技術革新,"６．技術革新及び産業構造の状態",技術革新,技術革新|産業構造,技術革新|産業構造,総論3章|一般的要因|経済的要因,3
souron_v2_250,総論,経済的要因⑦交通体系,"７．交通体系の状態",交通体系,交通体系,交通体系,総論3章|一般的要因|経済的要因,3
souron_v2_251,総論,経済的要因⑧国際化,"８．国際化の状態",国際化,国際化,国際化,総論3章|一般的要因|経済的要因,3
souron_v2_252,総論,行政的要因①土地利用計画,"１．土地利用に関する計画及び規制の状態",土地利用の計画及び規制,土地利用|計画|規制,土地利用|計画|規制,総論3章|一般的要因|行政的要因,2
souron_v2_253,総論,行政的要因②建築物の規制,"２．土地及び建築物の構造、防災等に関する規制の状態",建築物の構造|防災,建築物の構造|防災|規制,建築物の構造|防災|規制,総論3章|一般的要因|行政的要因,2
souron_v2_254,総論,行政的要因③宅地・住宅施策,"３．宅地及び住宅に関する施策の状態",宅地及び住宅の施策,宅地|住宅|施策,宅地|住宅|施策,総論3章|一般的要因|行政的要因,2
souron_v2_255,総論,行政的要因④税制,"４．不動産に関する税制の状態",税制,税制,税制,総論3章|一般的要因|行政的要因,2
souron_v2_256,総論,行政的要因⑤取引規制,"５．不動産の取引に関する規制の状態",取引に関する規制,取引|規制,取引|規制,総論3章|一般的要因|行政的要因,2
souron_v2_257,総論,建物の個別的要因①建築年次,"１．建築（新築、増改築等又は移転）の年次",建築の年次,建築の年次,建築の年次,総論3章|個別的要因|建物,2
souron_v2_258,総論,建物の個別的要因②面積・構造,"２．面積、高さ、構造、材質等",面積|構造,面積|高さ|構造|材質,面積|高さ|構造|材質,総論3章|個別的要因|建物,2
souron_v2_259,総論,建物の個別的要因③機能性,"３．設計、設備等の機能性",機能性,設計|設備|機能性,設計|設備|機能性,総論3章|個別的要因|建物,2
souron_v2_260,総論,建物の個別的要因④施工,"４．施工の質と量",施工の質と量,施工の質と量,施工の質と量,総論3章|個別的要因|建物,2
souron_v2_261,総論,建物の個別的要因⑤性能,"５．耐震性、耐火性等建物の性能",耐震性|耐火性,耐震性|耐火性|建物の性能,耐震性|耐火性|建物の性能,総論3章|個別的要因|建物,2
souron_v2_262,総論,建物の個別的要因⑥維持管理,"６．維持管理の状態",維持管理,維持管理,維持管理,総論3章|個別的要因|建物,2
souron_v2_263,総論,建物の個別的要因⑦有害物質,"７．有害な物質の使用の有無及びその状態",有害な物質,有害な物質,有害な物質,総論3章|個別的要因|建物,2
souron_v2_264,総論,建物の個別的要因⑧環境適合,"８．建物とその環境との適合の状態",環境との適合,環境との適合,環境との適合,総論3章|個別的要因|建物,2
souron_v2_265,総論,建物の個別的要因⑨公法上の規制,"９．公法上及び私法上の規制、制約等",公法上及び私法上の規制,公法上|私法上|規制,公法上|私法上|規制,総論3章|個別的要因|建物,2
souron_v2_266,総論,減価の要因の相互関連,"（減価の）要因は、それぞれ独立しているものではなく、相互に関連し、影響を与え合いながら作用していることに留意しなければならない。",相互に関連,相互に関連|影響を与え合う,相互に関連|影響を与え合う,総論7章|減価修正|減価の要因,2
souron_v2_267,総論,耐用年数に基づく方法の種類,"耐用年数に基づく方法には、定額法、定率法等があるが、これらのうちいずれの方法を用いるかは、対象不動産の用途や利用状況に即して決定すべきである。",定額法|定率法,耐用年数|定額法|定率法,耐用年数|定額法|定率法,総論7章|減価修正|耐用年数,2
souron_v2_268,総論,観察減価法の適用,"観察減価法の適用においては、対象不動産に係る個別分析の結果を踏まえた代替、競争等の関係にある不動産と比べた優劣及び競争力の程度等を適切に反映すべきである。",優劣及び競争力,個別分析|代替|競争|優劣及び競争力,個別分析|代替|競争|優劣及び競争力,総論7章|減価修正|観察減価法,3
souron_v2_269,総論,取引事例の選択原則,"取引事例は、原則として近隣地域又は同一需給圏内の類似地域に存する不動産に係るもののうちから選択するものとし、必要やむを得ない場合には近隣地域の周辺の地域に存する不動産に係るもののうちから、対象不動産の最有効使用が標準的使用と異なる場合等には、同一需給圏内の代替競争不動産に係るもののうちから選択するものとする。",近隣地域|同一需給圏内の類似地域,近隣地域|同一需給圏内の類似地域|代替競争不動産,近隣地域|同一需給圏内の類似地域|代替競争不動産,総論7章|取引事例比較法|事例の選択,2
souron_v2_270,総論,収益還元法の本質,"不動産の価格は、一般に当該不動産の収益性を反映して形成されるものであり、収益は、不動産の経済価値の本質を形成するものである。",収益は経済価値の本質,収益性|経済価値の本質,収益性|経済価値の本質,総論7章|収益還元法|重要,1
souron_v2_271,総論,熟成度（見込地・移行地の同一需給圏），"移行地の同一需給圏は、一般に当該土地が移行すると見込まれる土地の種別の同一需給圏と一致する傾向がある。ただし、熟成度の低い場合には、移行前の土地の種別の同一需給圏と同一のものとなる傾向がある。",熟成度,熟成度|移行前の同一需給圏,熟成度|移行後の同一需給圏|移行前の同一需給圏,総論6章|同一需給圏|移行地,3
souron_v2_272,総論,商業地の同一需給圏（普通商業地），"普通商業地については、一般に狭い商業背後地を基礎に成り立つ商業収益に関して代替性の及ぶ地域の範囲に一致する傾向がある。ただし、地縁的選好性により地域的範囲が狭められる傾向がある。",狭い商業背後地,普通商業地|狭い商業背後地|地縁的選好性,普通商業地|狭い商業背後地|地縁的選好性|地域的範囲,総論6章|同一需給圏|商業地,3
souron_v2_273,総論,工業地の同一需給圏（中小工場），"製品の消費地への距離、消費規模等の市場接近性を指向する消費地指向型工業地等の中小工場地については、一般に製品の生産及び販売に関する費用の経済性に関して代替性を有する地域の範囲に一致する傾向がある。",消費地指向型,消費地指向型|市場接近性|費用の経済性,消費地指向型|市場接近性|費用の経済性|代替性,総論6章|同一需給圏|工業地,3
souron_v2_274,総論,地名声・品位等の選好性,"なお、地域の名声、品位等による選好性の強さが同一需給圏の地域的範囲に特に影響を与える場合があることに留意すべきである。",名声|品位,地域の名声|品位|選好性,地域の名声|品位|選好性|同一需給圏の地域的範囲,総論6章|同一需給圏|住宅地,3
souron_v2_275,総論,個別分析の結果の活用,"個別的要因の分析結果は、鑑定評価の手法の適用、試算価格又は試算賃料の調整等における各種の判断においても反映すべきである。",個別的要因の分析結果の反映,個別的要因の分析結果|手法の適用|試算価格の調整,個別的要因の分析結果|手法の適用|試算価格の調整|試算賃料の調整,総論6章|個別分析,2
souron_v2_276,総論,住宅地の地域要因①気象,"（１）日照、温度、湿度、風向等の気象の状態",日照,日照|温度|湿度|風向,日照|温度|湿度|風向|気象,総論3章|地域要因|住宅地,3
souron_v2_277,総論,住宅地の地域要因②街路,"（２）街路の幅員、構造等の状態",街路の幅員,街路の幅員|構造,街路の幅員|構造,総論3章|地域要因|住宅地,3
souron_v2_278,総論,住宅地の地域要因③都心距離,"（３）都心との距離及び交通施設の状態",都心との距離|交通施設,都心との距離|交通施設,都心との距離|交通施設,総論3章|地域要因|住宅地,2
souron_v2_279,総論,住宅地の地域要因④商業施設,"（４）商業施設の配置の状態",商業施設,商業施設,商業施設の配置,総論3章|地域要因|住宅地,3
souron_v2_280,総論,住宅地の地域要因⑤供給処理施設,"（５）上下水道、ガス等の供給・処理施設の状態",上下水道|ガス,上下水道|ガス|供給・処理施設,上下水道|ガス|供給・処理施設,総論3章|地域要因|住宅地,3
souron_v2_281,総論,住宅地の地域要因⑥情報通信,"（６）情報通信基盤の整備の状態",情報通信基盤,情報通信基盤,情報通信基盤の整備,総論3章|地域要因|住宅地,3
souron_v2_282,総論,住宅地の地域要因⑦公共施設,"（７）公共施設、公益的施設等の配置の状態",公共施設,公共施設|公益的施設,公共施設|公益的施設,総論3章|地域要因|住宅地,3
souron_v2_283,総論,住宅地の地域要因⑧嫌悪施設,"（８）汚水処理場等の嫌悪施設等の有無",嫌悪施設,汚水処理場|嫌悪施設,汚水処理場|嫌悪施設,総論3章|地域要因|住宅地,2
souron_v2_284,総論,住宅地の地域要因⑨災害危険性,"（９）洪水、地すべり等の災害の発生の危険性",洪水|地すべり,洪水|地すべり|災害,洪水|地すべり|災害の発生の危険性,総論3章|地域要因|住宅地,2
souron_v2_285,総論,住宅地の地域要因⑩公害,"（10）騒音、大気の汚染、土壌汚染等の公害の発生の程度",騒音|大気の汚染,騒音|大気の汚染|土壌汚染|公害,騒音|大気の汚染|土壌汚染|公害,総論3章|地域要因|住宅地,3
souron_v2_286,総論,住宅地の地域要因⑪画地の状態,"（11）各画地の面積、配置及び利用の状態",各画地の面積,各画地の面積|配置|利用,各画地の面積|配置|利用,総論3章|地域要因|住宅地,3
souron_v2_287,総論,住宅地の地域要因⑫街並み,"（12）住宅、生垣、街路修景等の街並みの状態",街並み,街並み|生垣|街路修景,街並み|住宅|生垣|街路修景,総論3章|地域要因|住宅地,3
souron_v2_288,総論,住宅地の地域要因⑬眺望・景観,"（13）眺望、景観等の自然的環境の良否",眺望|景観,眺望|景観|自然的環境,眺望|景観|自然的環境,総論3章|地域要因|住宅地,3
souron_v2_289,総論,住宅地の地域要因⑭土地利用規制,"（14）土地利用に関する計画及び規制の状態",土地利用の計画及び規制,土地利用|計画|規制,土地利用|計画|規制,総論3章|地域要因|住宅地,2
souron_v2_290,総論,賃貸事例比較法（継続賃料），"賃貸事例比較法（継続賃料）は、新規賃料に係る賃貸事例比較法に準じて試算賃料を求める手法である。試算賃料を求めるに当たっては、継続賃料固有の価格形成要因の比較を適切に行うことに留意しなければならない。",継続賃料固有の価格形成要因,継続賃料固有の価格形成要因|比較,継続賃料固有の価格形成要因|比較,総論7章|賃貸事例比較法|継続賃料,3
souron_v2_291,総論,スライド法の変動率（直接適用），"なお、直近合意時点における実際実質賃料又は実際支払賃料に即応する適切な変動率が求められる場合には、当該変動率を乗じて得た額を試算賃料として直接求めることができるものとする。",適切な変動率,変動率を直接適用|試算賃料として直接求める,変動率を直接適用|試算賃料として直接求める,総論7章|スライド法,3
souron_v2_292,総論,対象不動産の確定の実践,"対象不動産の確定は、鑑定評価の対象を明確に他の不動産と区別し、特定することであり、それは不動産鑑定士が鑑定評価の依頼目的及び条件に照応する対象不動産と当該不動産の現実の利用状況とを照合して確認するという実践行為を経て最終的に確定されるべきものである。",照合して確認,依頼目的及び条件|現実の利用状況|照合して確認,依頼目的及び条件|現実の利用状況|照合して確認|実践行為,総論5章|対象不動産の確定,2
souron_v2_293,総論,条件設定と依頼者合意,"条件設定をする場合、依頼者との間で当該条件設定に係る鑑定評価依頼契約上の合意がなくてはならない。条件設定が妥当ではないと認められる場合には、依頼者に説明の上、妥当な条件に改定しなければならない。",鑑定評価依頼契約上の合意,鑑定評価依頼契約上の合意|妥当な条件に改定,鑑定評価依頼契約上の合意|妥当な条件に改定,総論5章|対象確定条件,2
souron_v2_294,総論,一般的要因の活用,"鑑定評価手法の適用における各手順において常に考慮されるべきものであり、価格判定の妥当性を検討するために活用しなければならない。",価格判定の妥当性,常に考慮|価格判定の妥当性,常に考慮|価格判定の妥当性を検討,総論7章|一般的要因,2
souron_v2_295,総論,収益還元法の適用（想定賃貸），"自用の不動産といえども賃貸を想定することにより適用されるものである。",賃貸を想定,自用の不動産|賃貸を想定,自用の不動産|賃貸を想定,総論7章|収益還元法,1
souron_v2_296,総論,運用利回りの決定,"運用利回りは、賃貸借等の契約に当たって授受される一時金の性格、賃貸借等の契約内容並びに対象不動産の種類及び性格等の相違に応じて、当該不動産の期待利回り、不動産の取引利回り、長期預金の金利、国債及び公社債利回り、金融機関の貸出金利等を比較考量して決定するものとする。",運用利回り,運用利回り|期待利回り|取引利回り,運用利回り|期待利回り|取引利回り|長期預金|国債|公社債|貸出金利,総論7章|賃料手法|運用利回り,3
souron_v2_297,総論,土地の熟成度（原価法），"土地についての原価法の適用において、宅地造成直後の対象地の地域要因と価格時点における対象地の地域要因とを比較し、公共施設、利便施設等の整備及び住宅等の建設等により、社会的、経済的環境の変化が価格水準に影響を与えていると客観的に認められる場合には、地域要因の変化の程度に応じた増加額を熟成度として加算することができる。",熟成度,熟成度|地域要因の変化,熟成度|地域要因の変化|公共施設の整備|増加額,総論7章|原価法|熟成度|重要,3
souron_v2_298,総論,限定価格の例示①底地の併合,"（１）借地権者が底地の併合を目的とする売買に関連する場合",底地の併合,借地権者|底地の併合,借地権者|底地の併合,総論5章|限定価格,1
souron_v2_299,総論,限定価格の例示②隣接不動産の併合,"（２）隣接不動産の併合を目的とする売買に関連する場合",隣接不動産の併合,隣接不動産の併合,隣接不動産の併合,総論5章|限定価格,1
souron_v2_300,総論,限定価格の例示③経済合理性に反する分割,"（３）経済合理性に反する不動産の分割を前提とする売買に関連する場合",経済合理性に反する分割,経済合理性に反する分割,経済合理性に反する分割,総論5章|限定価格,1
